person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cibil_score
28,30000,RENT,0.0,PERSONAL,8400,11.89,0,0.28,N,10,773
31,63000,OWN,,MEDICAL,5000,6.03,0,0.08,N,5,826
30,32000,RENT,3.0,HOMEIMPROVEMENT,8400,13.98,1,0.26,N,9,748
30,63000,MORTGAGE,14.0,DEBTCONSOLIDATION,3500,7.49,0,0.06,N,7,874
27,63000,MORTGAGE,11.0,EDUCATION,1700,8.49,0,0.03,N,5,822
34,32758,RENT,0.0,DEBTCONSOLIDATION,8400,14.96,1,0.26,N,5,682
27,63000,MORTGAGE,11.0,DEBTCONSOLIDATION,4400,5.99,0,0.07,N,8,840
28,63000,MORTGAGE,7.0,EDUCATION,8575,13.49,0,0.14,N,8,745
35,33144,RENT,3.0,VENTURE,8400,14.91,0,0.25,N,8,696
34,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,18000,11.49,0,0.29,N,9,778
34,57000,MORTGAGE,6.0,HOMEIMPROVEMENT,2600,5.99,1,0.05,N,7,830
31,33276,RENT,2.0,MEDICAL,8400,18.43,1,0.25,Y,5,547
29,63000,MORTGAGE,5.0,MEDICAL,7400,10.99,0,0.12,N,10,767
28,63000,MORTGAGE,7.0,HOMEIMPROVEMENT,6400,14.79,0,0.1,N,9,717
27,63000,MORTGAGE,11.0,DEBTCONSOLIDATION,4000,6.99,0,0.06,N,7,805
27,63000,MORTGAGE,12.0,PERSONAL,18000,7.49,0,0.29,N,9,851
27,37000,RENT,7.0,MEDICAL,8400,9.91,0,0.23,N,7,789
34,33500,RENT,4.0,MEDICAL,8400,10.99,1,0.25,N,9,750
33,41000,RENT,2.0,MEDICAL,8400,11.71,0,0.2,N,6,796
32,63000,MORTGAGE,6.0,PERSONAL,8000,6.17,0,0.13,N,8,841
28,63000,MORTGAGE,1.0,HOMEIMPROVEMENT,11500,9.99,0,0.18,N,8,779
27,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,4500,8.88,0,0.07,N,7,753
32,42000,RENT,0.0,DEBTCONSOLIDATION,8400,7.88,0,0.2,N,9,831
28,63000,MORTGAGE,3.0,VENTURE,13500,13.23,0,0.21,N,5,709
29,63000,OWN,13.0,HOMEIMPROVEMENT,15000,,0,0.24,N,7,868
29,63000,OWN,0.0,MEDICAL,9000,,0,0.14,N,9,758
35,49872,RENT,2.0,VENTURE,8400,7.29,0,0.17,N,9,868
30,57000,MORTGAGE,3.0,MEDICAL,9000,17.93,1,0.16,Y,6,610
30,63000,MORTGAGE,2.0,EDUCATION,8000,10.25,0,0.13,N,6,784
34,63000,MORTGAGE,3.0,DEBTCONSOLIDATION,15000,10.99,0,0.24,N,9,776
33,63000,OWN,2.0,EDUCATION,12800,7.88,0,0.2,N,10,867
32,50400,RENT,11.0,EDUCATION,8400,12.42,0,0.17,N,7,759
27,51000,RENT,1.0,HOMEIMPROVEMENT,8400,10.71,0,0.16,N,5,788
28,63000,MORTGAGE,1.0,HOMEIMPROVEMENT,8000,12.73,0,0.13,N,9,732
29,63000,MORTGAGE,5.0,HOMEIMPROVEMENT,5000,11.14,0,0.08,N,9,787
31,63000,MORTGAGE,3.0,VENTURE,7000,13.92,0,0.11,N,7,707
29,52000,RENT,3.0,VENTURE,8400,5.79,0,0.16,N,6,848
29,63000,MORTGAGE,6.0,HOMEIMPROVEMENT,25000,11.48,0,0.4,N,8,773
32,63000,MORTGAGE,12.0,EDUCATION,7000,13.57,0,0.11,Y,7,738
27,52800,RENT,2.0,VENTURE,8400,11.86,0,0.16,N,10,782
27,63000,OTHER,2.0,DEBTCONSOLIDATION,4500,9.63,0,0.07,N,8,818
27,49600,RENT,2.0,EDUCATION,8400,,1,0.17,N,5,651
27,63000,MORTGAGE,11.0,PERSONAL,2500,7.68,0,0.04,N,7,854
30,57996,RENT,2.0,DEBTCONSOLIDATION,8400,12.98,0,0.14,Y,8,710
33,57000,MORTGAGE,3.0,EDUCATION,10000,15.68,1,0.18,Y,8,634
30,52576,RENT,3.0,HOMEIMPROVEMENT,8400,7.49,1,0.16,N,6,816
28,63000,MORTGAGE,0.0,EDUCATION,5000,13.67,0,0.08,Y,7,691
27,63000,OWN,2.0,MEDICAL,9500,8.07,0,0.15,N,6,860
27,65000,RENT,4.0,EDUCATION,8400,6.99,0,0.13,N,5,802
32,65280,RENT,0.0,PERSONAL,8400,13.61,0,0.13,N,9,721
31,63324,MORTGAGE,8.0,DEBTCONSOLIDATION,24000,11.83,0,0.38,N,6,784
27,63344,MORTGAGE,3.0,HOMEIMPROVEMENT,8000,11.36,0,0.13,N,10,770
27,71000,RENT,11.0,EDUCATION,8400,12.61,0,0.12,Y,10,724
28,66000,RENT,12.0,DEBTCONSOLIDATION,8400,7.51,1,0.13,N,8,865
29,63440,OWN,7.0,EDUCATION,20000,8.9,0,0.32,N,10,800
34,63500,MORTGAGE,18.0,HOMEIMPROVEMENT,5125,8.49,0,0.08,N,5,806
28,75000,RENT,4.0,DEBTCONSOLIDATION,8400,11.14,1,0.11,N,5,769
30,63500,MORTGAGE,9.0,VENTURE,12000,15.33,0,0.19,Y,9,692
34,102000,RENT,4.0,EDUCATION,8400,17.19,0,0.08,Y,10,605
27,57504,MORTGAGE,11.0,MEDICAL,17000,12.18,1,0.3,N,8,785
28,63550,MORTGAGE,12.0,HOMEIMPROVEMENT,12500,,0,0.2,N,10,820
28,63600,MORTGAGE,12.0,DEBTCONSOLIDATION,3000,,0,0.05,N,7,850
35,57600,MORTGAGE,19.0,PERSONAL,2000,6.76,1,0.03,N,9,845
31,19200,RENT,5.0,HOMEIMPROVEMENT,8500,,1,0.44,N,6,784
33,63600,MORTGAGE,,DEBTCONSOLIDATION,8500,13.23,0,0.13,N,8,735
28,20000,RENT,2.0,MEDICAL,8500,8.88,1,0.42,N,10,757
29,63755,MORTGAGE,14.0,MEDICAL,3000,,0,0.05,Y,10,749
30,98000,RENT,14.0,PERSONAL,8525,10.78,1,0.09,N,9,703
30,63830,MORTGAGE,2.0,HOMEIMPROVEMENT,15000,17.99,0,0.23,N,5,642
27,63844,MORTGAGE,11.0,DEBTCONSOLIDATION,20000,6.54,0,0.31,N,10,815
29,27840,RENT,0.0,PERSONAL,8575,19.42,1,0.31,N,8,602
33,63996,MORTGAGE,15.0,DEBTCONSOLIDATION,3200,5.42,0,0.05,N,6,870
29,63996,OWN,8.0,PERSONAL,12000,12.61,0,0.19,N,5,701
27,35000,RENT,11.0,VENTURE,8575,15.27,0,0.24,N,6,700
34,63996,MORTGAGE,2.0,EDUCATION,6400,8.0,0,0.1,N,9,857
27,30000,RENT,2.0,EDUCATION,8600,7.51,0,0.29,N,8,800
27,32000,RENT,2.0,MEDICAL,8600,16.02,1,0.27,Y,6,687
35,35000,RENT,10.0,PERSONAL,8600,15.99,0,0.25,N,5,656
30,64000,MORTGAGE,3.0,HOMEIMPROVEMENT,10200,6.62,0,0.16,N,8,887
30,43200,RENT,6.0,VENTURE,8600,11.36,0,0.2,N,5,754
27,30000,RENT,4.0,PERSONAL,8650,8.94,0,0.29,N,6,884
31,60682,RENT,3.0,PERSONAL,8650,8.49,0,0.14,N,8,891
28,64000,MORTGAGE,7.0,EDUCATION,7000,11.71,0,0.11,N,9,767
28,64000,MORTGAGE,5.0,VENTURE,12000,6.03,0,0.19,N,8,887
28,28320,RENT,4.0,VENTURE,8700,14.61,1,0.31,N,10,681
30,32004,RENT,2.0,PERSONAL,8700,15.58,1,0.27,N,10,694
32,40320,RENT,4.0,MEDICAL,8700,12.61,0,0.22,Y,5,732
29,45000,RENT,4.0,EDUCATION,8700,7.88,0,0.19,N,9,873
31,58000,MORTGAGE,15.0,DEBTCONSOLIDATION,16000,,1,0.28,N,8,608
27,64000,MORTGAGE,11.0,MEDICAL,3500,11.99,0,0.05,N,8,798
33,64000,MORTGAGE,3.0,VENTURE,8800,7.49,0,0.14,N,5,832
28,64000,MORTGAGE,4.0,PERSONAL,8825,5.99,0,0.14,N,5,896
27,68000,RENT,4.0,HOMEIMPROVEMENT,8700,7.88,0,0.13,N,5,870
34,64000,MORTGAGE,2.0,EDUCATION,9000,6.92,0,0.14,N,6,867
31,59000,RENT,2.0,HOMEIMPROVEMENT,8750,12.68,0,0.15,N,9,727
35,64000,MORTGAGE,11.0,DEBTCONSOLIDATION,14500,7.66,0,0.23,N,6,886
34,64000,MORTGAGE,1.0,MEDICAL,7200,7.29,0,0.11,N,7,852
27,65000,RENT,5.0,MEDICAL,8750,9.63,0,0.13,N,5,781
28,64000,MORTGAGE,3.0,VENTURE,7200,7.29,0,0.11,N,8,843
27,64000,OWN,11.0,VENTURE,5000,5.79,0,0.08,N,5,879
34,42240,RENT,3.0,PERSONAL,8775,13.06,0,0.21,Y,6,745
27,64000,MORTGAGE,0.0,MEDICAL,8000,5.79,0,0.13,N,5,854
34,64000,MORTGAGE,2.0,HOMEIMPROVEMENT,8000,6.91,0,0.13,N,6,809
32,145000,RENT,2.0,PERSONAL,8800,10.59,0,0.06,N,7,763
28,64000,MORTGAGE,3.0,VENTURE,5000,13.23,0,0.08,Y,7,738
32,64000,MORTGAGE,2.0,EDUCATION,8000,6.76,0,0.13,N,7,835
32,24000,RENT,0.0,VENTURE,9000,15.62,1,0.38,N,7,683
33,58000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,10.62,1,0.26,N,5,773
34,24000,RENT,0.0,EDUCATION,9000,11.14,1,0.38,N,8,767
32,64000,MORTGAGE,3.0,HOMEIMPROVEMENT,13000,7.88,0,0.2,N,7,815
31,64000,MORTGAGE,15.0,EDUCATION,24000,10.25,0,0.38,N,5,790
31,64000,MORTGAGE,15.0,DEBTCONSOLIDATION,20000,,0,0.31,Y,5,736
35,58000,MORTGAGE,4.0,MEDICAL,15000,13.99,1,0.26,Y,9,690
28,64049,MORTGAGE,7.0,EDUCATION,20000,12.69,0,0.31,N,7,774
33,28200,RENT,2.0,EDUCATION,9000,,1,0.32,N,8,707
33,64197,MORTGAGE,7.0,MEDICAL,7600,12.99,0,0.12,N,7,723
30,64300,MORTGAGE,4.0,HOMEIMPROVEMENT,14000,15.33,0,0.22,Y,10,669
29,64320,MORTGAGE,13.0,MEDICAL,8000,6.03,0,0.12,N,9,893
35,30000,RENT,0.0,MEDICAL,9000,13.92,0,0.3,Y,7,719
29,32000,RENT,5.0,PERSONAL,9000,16.77,0,0.28,N,5,667
27,32000,RENT,4.0,MEDICAL,9000,11.48,1,0.28,N,8,753
31,64500,MORTGAGE,5.0,EDUCATION,7000,7.88,0,0.11,N,5,847
27,64500,MORTGAGE,6.0,VENTURE,24000,11.83,0,0.37,N,5,785
30,32400,RENT,0.0,PERSONAL,9000,11.22,0,0.28,N,10,705
35,64500,MORTGAGE,7.0,MEDICAL,4500,12.53,0,0.07,N,9,702
29,64548,MORTGAGE,3.0,MEDICAL,15000,,0,0.23,N,7,767
33,34000,RENT,3.0,VENTURE,9000,14.17,1,0.26,Y,10,746
31,34000,RENT,1.0,PERSONAL,9000,11.48,0,0.26,N,5,789
30,34000,RENT,3.0,PERSONAL,9000,,0,0.26,N,8,817
28,64700,MORTGAGE,4.0,EDUCATION,12000,,0,0.19,N,7,772
29,29000,RENT,1.0,HOMEIMPROVEMENT,9000,6.54,1,0.31,N,9,834
32,35000,RENT,0.0,MEDICAL,9000,8.59,0,0.26,N,6,805
29,58800,MORTGAGE,7.0,DEBTCONSOLIDATION,5000,11.71,1,0.09,N,6,775
30,64800,MORTGAGE,7.0,EDUCATION,5600,10.99,0,0.09,N,8,770
31,29000,RENT,5.0,MEDICAL,9000,15.37,1,0.31,N,9,673
27,64800,MORTGAGE,12.0,VENTURE,6500,,0,0.1,N,6,814
35,58800,MORTGAGE,5.0,MEDICAL,12000,15.7,1,0.2,N,9,676
34,58800,MORTGAGE,3.0,HOMEIMPROVEMENT,17000,17.74,1,0.29,N,10,631
29,30000,RENT,7.0,HOMEIMPROVEMENT,9000,6.91,1,0.3,N,8,811
29,64992,MORTGAGE,4.0,EDUCATION,2500,9.62,0,0.04,N,6,754
31,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,23200,7.9,0,0.36,N,10,863
28,65000,MORTGAGE,5.0,MEDICAL,4500,15.96,0,0.07,Y,9,706
27,65000,MORTGAGE,11.0,PERSONAL,3000,7.51,0,0.05,N,8,885
27,36400,RENT,5.0,MEDICAL,9000,7.49,0,0.25,N,8,826
27,59000,MORTGAGE,11.0,PERSONAL,3000,7.9,1,0.05,N,9,878
27,37000,RENT,,MEDICAL,9000,11.11,0,0.24,N,5,788
29,65000,MORTGAGE,2.0,VENTURE,10000,,0,0.15,N,5,844
32,37000,RENT,16.0,MEDICAL,9000,6.92,0,0.24,N,8,834
27,37000,RENT,6.0,MEDICAL,9000,8.94,0,0.24,N,7,825
31,37200,RENT,4.0,DEBTCONSOLIDATION,9000,7.51,0,0.24,N,6,822
27,65000,MORTGAGE,5.0,VENTURE,13225,12.69,0,0.2,N,6,762
35,38000,RENT,1.0,DEBTCONSOLIDATION,9000,14.65,0,0.24,Y,8,725
30,65000,MORTGAGE,3.0,VENTURE,20000,16.77,0,0.31,Y,6,652
31,65000,MORTGAGE,15.0,HOMEIMPROVEMENT,5000,6.03,0,0.08,N,9,828
28,38000,RENT,8.0,DEBTCONSOLIDATION,9000,9.96,0,0.24,N,9,751
31,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,20000,11.71,0,0.31,N,9,777
28,32200,RENT,2.0,EDUCATION,9000,13.99,1,0.28,Y,7,672
28,32400,RENT,1.0,PERSONAL,9000,15.62,1,0.28,Y,10,685
31,39000,RENT,5.0,MEDICAL,9000,10.71,0,0.23,N,6,798
27,39000,RENT,1.0,MEDICAL,9000,10.08,0,0.23,N,8,755
29,40000,RENT,2.0,VENTURE,9000,14.27,0,0.23,Y,5,710
27,65000,MORTGAGE,5.0,VENTURE,10000,12.42,0,0.15,N,6,787
30,40000,RENT,9.0,EDUCATION,9000,16.77,0,0.23,Y,5,683
29,65000,MORTGAGE,7.0,PERSONAL,7000,,0,0.11,N,10,766
28,40000,RENT,2.0,MEDICAL,9000,12.53,0,0.23,N,5,752
32,40020,RENT,2.0,DEBTCONSOLIDATION,9000,14.35,0,0.22,N,6,743
31,40800,RENT,6.0,PERSONAL,9000,,0,0.22,N,6,845
31,65000,MORTGAGE,15.0,PERSONAL,3000,16.77,0,0.05,Y,7,683
28,41000,RENT,1.0,MEDICAL,9000,9.88,0,0.22,N,8,771
29,65000,MORTGAGE,2.0,MEDICAL,4800,,0,0.07,N,5,828
30,65000,MORTGAGE,6.0,PERSONAL,17500,,0,0.27,N,8,859
27,65000,MORTGAGE,8.0,MEDICAL,3000,12.42,0,0.05,N,10,778
35,36000,RENT,4.0,MEDICAL,9000,18.39,1,0.25,Y,6,604
29,42000,RENT,13.0,PERSONAL,9000,13.06,0,0.21,N,5,709
31,65000,MORTGAGE,15.0,VENTURE,30000,12.69,0,0.46,N,9,759
29,59000,MORTGAGE,5.0,VENTURE,8000,16.77,1,0.14,Y,8,658
33,42000,RENT,3.0,MEDICAL,9000,,0,0.21,N,8,770
33,42597,RENT,5.0,VENTURE,9000,10.37,0,0.21,N,5,762
33,65000,MORTGAGE,4.0,VENTURE,15000,7.51,0,0.23,N,8,809
29,65000,MORTGAGE,,DEBTCONSOLIDATION,3000,6.03,0,0.05,N,7,874
28,37200,RENT,,HOMEIMPROVEMENT,9000,14.59,1,0.24,Y,8,653
27,65000,MORTGAGE,,VENTURE,6025,6.03,0,0.09,N,10,857
30,65000,OWN,1.0,HOMEIMPROVEMENT,1800,16.49,0,0.03,N,9,695
32,38482,RENT,6.0,MEDICAL,9000,15.31,1,0.23,Y,7,680
28,45000,RENT,4.0,DEBTCONSOLIDATION,9000,14.65,0,0.2,N,10,748
31,65000,MORTGAGE,11.0,PERSONAL,5000,,0,0.08,N,5,783
28,65000,MORTGAGE,12.0,EDUCATION,15000,9.99,0,0.23,N,10,791
29,45000,RENT,0.0,DEBTCONSOLIDATION,9000,12.69,0,0.2,N,7,784
32,65000,MORTGAGE,3.0,PERSONAL,8000,,0,0.12,N,5,832
31,45000,RENT,2.0,EDUCATION,9000,12.84,0,0.2,N,5,707
33,65000,MORTGAGE,1.0,MEDICAL,15000,11.99,0,0.23,N,10,781
31,65000,MORTGAGE,6.0,VENTURE,12000,7.49,0,0.18,N,6,854
31,65000,MORTGAGE,15.0,MEDICAL,8000,11.49,0,0.12,N,5,782
32,46000,RENT,4.0,MEDICAL,9000,7.51,0,0.2,N,9,807
30,46000,RENT,5.0,VENTURE,9000,7.29,0,0.2,N,5,845
27,47000,RENT,3.0,EDUCATION,9000,12.98,0,0.19,N,7,713
34,47700,RENT,2.0,DEBTCONSOLIDATION,9000,7.14,0,0.19,N,7,897
29,65000,MORTGAGE,5.0,EDUCATION,10000,8.49,0,0.15,N,10,807
32,48000,RENT,3.0,DEBTCONSOLIDATION,9000,13.99,0,0.19,N,8,741
27,48000,RENT,5.0,MEDICAL,9000,10.99,0,0.19,N,10,756
27,65000,MORTGAGE,11.0,VENTURE,8000,7.49,0,0.12,N,8,876
28,48000,RENT,11.0,MEDICAL,9000,8.59,0,0.19,N,7,853
28,65000,MORTGAGE,12.0,EDUCATION,24000,10.99,0,0.37,N,5,770
27,65000,MORTGAGE,11.0,DEBTCONSOLIDATION,19200,7.49,0,0.3,N,7,895
33,44000,RENT,0.0,MEDICAL,9000,15.21,1,0.2,Y,6,660
33,50000,RENT,1.0,DEBTCONSOLIDATION,9000,7.51,0,0.18,N,5,813
28,65000,MORTGAGE,3.0,VENTURE,10000,7.49,0,0.15,N,5,874
34,65000,MORTGAGE,3.0,VENTURE,5000,6.99,0,0.08,N,7,801
29,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,10000,6.99,0,0.15,N,9,897
28,65000,MORTGAGE,8.0,EDUCATION,3000,,0,0.05,N,7,693
29,65000,MORTGAGE,9.0,PERSONAL,6000,6.99,0,0.09,N,10,816
34,65000,MORTGAGE,8.0,VENTURE,13750,,0,0.21,N,5,763
32,51000,RENT,1.0,PERSONAL,9000,12.99,0,0.18,Y,5,724
31,51000,RENT,5.0,PERSONAL,9000,10.99,0,0.18,N,7,797
30,51600,RENT,5.0,DEBTCONSOLIDATION,9000,6.54,0,0.17,N,6,890
35,52000,RENT,2.0,VENTURE,9000,,0,0.17,N,9,757
29,65000,MORTGAGE,11.0,HOMEIMPROVEMENT,7000,,0,0.11,N,10,855
34,65000,MORTGAGE,5.0,EDUCATION,21200,9.99,0,0.33,N,6,766
28,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,2000,7.49,0,0.03,N,6,868
28,46000,RENT,3.0,DEBTCONSOLIDATION,9000,17.56,1,0.2,Y,7,611
28,65000,MORTGAGE,2.0,VENTURE,2500,5.99,0,0.04,N,7,837
33,65000,MORTGAGE,14.0,DEBTCONSOLIDATION,3600,13.99,0,0.06,N,9,717
27,65000,MORTGAGE,11.0,VENTURE,4500,11.99,0,0.07,N,10,775
30,65000,MORTGAGE,14.0,PERSONAL,6200,,0,0.1,N,5,894
32,53000,RENT,4.0,MEDICAL,9000,5.79,0,0.17,N,6,836
27,65000,OWN,6.0,EDUCATION,15000,6.99,0,0.23,N,5,869
32,65000,OWN,12.0,VENTURE,10000,11.99,0,0.15,N,5,790
34,65000,MORTGAGE,6.0,DEBTCONSOLIDATION,12300,,0,0.19,N,10,878
27,65000,MORTGAGE,11.0,VENTURE,9000,7.66,0,0.14,N,6,841
35,55000,RENT,3.0,DEBTCONSOLIDATION,9000,10.25,0,0.16,N,6,798
34,30000,RENT,3.0,PERSONAL,9050,5.99,0,0.3,N,9,889
29,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,7000,7.29,0,0.11,N,6,875
33,62130,RENT,6.0,HOMEIMPROVEMENT,9050,7.29,0,0.15,N,7,840
28,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,5000,6.92,0,0.08,N,5,846
30,65000,MORTGAGE,3.0,PERSONAL,12000,7.66,0,0.18,N,7,813
34,62000,RENT,2.0,PERSONAL,9100,13.48,0,0.15,N,7,700
28,65000,OWN,13.0,VENTURE,8000,7.66,0,0.12,N,7,816
33,125000,RENT,0.0,PERSONAL,9100,7.88,0,0.07,N,8,896
33,43000,RENT,1.0,EDUCATION,9150,13.16,0,0.21,Y,10,728
33,120000,RENT,1.0,PERSONAL,9150,13.99,0,0.08,N,5,744
34,28500,RENT,0.0,EDUCATION,9175,12.69,1,0.32,N,5,780
28,65000,MORTGAGE,2.0,MEDICAL,7500,7.29,0,0.12,N,8,861
30,65000,MORTGAGE,4.0,MEDICAL,3600,6.92,0,0.06,N,10,807
29,65000,MORTGAGE,1.0,HOMEIMPROVEMENT,9600,5.79,0,0.15,N,5,829
27,60000,RENT,2.0,VENTURE,9200,12.42,0,0.15,N,7,762
32,65000,OWN,3.0,PERSONAL,12000,13.35,0,0.18,Y,9,715
28,62000,RENT,3.0,MEDICAL,9200,10.0,0,0.15,N,9,751
29,73000,RENT,2.0,EDUCATION,9200,7.88,0,0.13,N,5,844
27,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,22000,14.09,0,0.34,Y,6,667
35,65000,MORTGAGE,,VENTURE,6500,5.42,0,0.1,N,5,898
32,59000,MORTGAGE,0.0,MEDICAL,3500,13.72,1,0.06,N,6,744
28,19000,RENT,1.0,DEBTCONSOLIDATION,9250,11.49,1,0.49,N,7,768
28,19200,RENT,0.0,MEDICAL,9250,14.22,1,0.48,N,9,712
30,65000,MORTGAGE,15.0,DEBTCONSOLIDATION,7500,6.17,0,0.12,N,9,867
29,65000,MORTGAGE,5.0,MEDICAL,6000,10.36,0,0.09,N,7,768
33,21996,RENT,0.0,EDUCATION,9250,12.87,1,0.42,N,9,749
30,26000,RENT,3.0,EDUCATION,9250,,1,0.36,N,5,774
31,65000,MORTGAGE,15.0,EDUCATION,7750,7.51,0,0.12,N,8,837
27,65000,OWN,8.0,MEDICAL,5000,7.88,0,0.08,N,5,894
30,28000,RENT,0.0,MEDICAL,9250,11.48,1,0.33,N,9,785
27,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,15000,10.75,0,0.23,N,5,753
33,29736,RENT,,VENTURE,9250,9.99,1,0.31,N,10,788
31,65000,MORTGAGE,3.0,MEDICAL,10000,13.61,0,0.15,N,9,706
29,32000,RENT,10.0,HOMEIMPROVEMENT,9250,15.65,1,0.29,N,7,665
30,65000,MORTGAGE,2.0,HOMEIMPROVEMENT,4000,15.21,0,0.06,N,7,697
29,40000,RENT,0.0,VENTURE,9250,14.65,0,0.23,N,7,704
35,34000,RENT,1.0,PERSONAL,9250,10.59,1,0.27,N,10,796
34,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,11200,7.88,0,0.17,N,6,886
30,67000,RENT,2.0,VENTURE,9250,,0,0.14,N,7,835
27,36000,RENT,2.0,EDUCATION,9300,,1,0.26,Y,9,681
29,54996,RENT,8.0,MEDICAL,9300,9.32,0,0.17,N,7,887
28,62000,RENT,3.0,DEBTCONSOLIDATION,9300,11.72,0,0.15,Y,5,724
32,65000,MORTGAGE,12.0,VENTURE,12000,7.88,0,0.18,N,5,844
32,12000,RENT,1.0,MEDICAL,9325,8.38,1,0.78,N,6,891
32,30000,RENT,4.0,MEDICAL,9325,13.62,1,0.31,N,7,668
34,65000,MORTGAGE,12.0,VENTURE,6000,7.14,0,0.09,N,10,806
27,65000,MORTGAGE,11.0,PERSONAL,18000,7.51,0,0.28,N,8,857
27,65000,MORTGAGE,7.0,HOMEIMPROVEMENT,12000,11.36,0,0.18,N,8,790
35,65000,MORTGAGE,19.0,EDUCATION,20000,10.25,0,0.31,N,5,766
32,83196,RENT,1.0,MEDICAL,9350,,0,0.11,N,8,751
32,65000,MORTGAGE,16.0,DEBTCONSOLIDATION,5500,7.51,0,0.08,N,7,879
34,65000,MORTGAGE,17.0,PERSONAL,10000,11.36,0,0.15,N,7,788
29,65000,MORTGAGE,13.0,EDUCATION,10000,15.33,0,0.15,Y,6,667
27,31200,RENT,2.0,MEDICAL,9400,6.91,0,0.3,N,5,800
33,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,2000,7.88,0,0.03,N,7,862
28,72800,RENT,12.0,HOMEIMPROVEMENT,9425,11.49,0,0.13,N,8,752
32,28800,RENT,7.0,PERSONAL,9450,14.27,1,0.33,Y,10,720
29,65000,MORTGAGE,9.0,HOMEIMPROVEMENT,11500,7.51,0,0.18,N,10,829
34,59000,MORTGAGE,1.0,MEDICAL,20000,,1,0.34,Y,7,710
32,29000,RENT,16.0,DEBTCONSOLIDATION,9450,16.29,1,0.33,N,8,671
28,65000,MORTGAGE,6.0,PERSONAL,22000,15.65,0,0.34,N,5,696
27,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,10250,8.59,0,0.16,N,5,856
27,65000,MORTGAGE,7.0,HOMEIMPROVEMENT,4500,13.92,0,0.07,N,7,724
32,70000,RENT,1.0,DEBTCONSOLIDATION,9450,10.83,0,0.14,N,10,752
31,95000,RENT,0.0,PERSONAL,9450,6.54,0,0.1,N,6,829
27,65000,MORTGAGE,11.0,HOMEIMPROVEMENT,24000,17.74,0,0.37,Y,6,623
27,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,10000,12.53,0,0.15,N,7,794
27,75000,RENT,0.0,HOMEIMPROVEMENT,9475,,0,0.13,N,5,785
31,21900,RENT,,PERSONAL,9500,14.59,1,0.43,N,8,672
29,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,10000,8.94,0,0.15,N,9,871
30,65000,MORTGAGE,1.0,PERSONAL,25000,15.65,0,0.38,Y,5,653
34,36000,RENT,2.0,DEBTCONSOLIDATION,9500,8.59,0,0.26,N,8,849
28,65000,OWN,1.0,MEDICAL,2500,13.22,0,0.04,Y,7,738
29,59000,MORTGAGE,9.0,DEBTCONSOLIDATION,18000,15.65,1,0.31,Y,8,692
29,40000,RENT,7.0,VENTURE,9500,,0,0.24,N,7,830
29,65000,MORTGAGE,13.0,PERSONAL,16000,12.87,0,0.25,Y,10,728
28,59000,MORTGAGE,1.0,DEBTCONSOLIDATION,12000,9.63,1,0.2,N,10,858
34,65000,OWN,2.0,PERSONAL,5600,8.0,0,0.09,N,6,835
32,65000,MORTGAGE,6.0,PERSONAL,5600,11.58,0,0.09,N,5,762
29,49000,RENT,3.0,EDUCATION,9500,,1,0.19,N,5,872
33,70000,RENT,10.0,DEBTCONSOLIDATION,9500,,0,0.14,N,5,884
29,72000,RENT,3.0,MEDICAL,9500,11.26,0,0.13,N,7,752
28,65000,OWN,1.0,VENTURE,7500,10.96,0,0.12,N,5,774
29,77040,RENT,1.0,EDUCATION,9500,12.84,0,0.12,Y,9,724
32,96000,RENT,8.0,HOMEIMPROVEMENT,9500,,0,0.1,N,5,875
30,59000,MORTGAGE,4.0,MEDICAL,10000,8.0,1,0.17,N,9,892
27,19498,RENT,3.0,HOMEIMPROVEMENT,9575,6.62,1,0.49,N,9,810
33,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,16800,9.76,0,0.26,N,6,760
29,59000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,9.76,1,0.25,N,8,798
32,24696,RENT,1.0,EDUCATION,9600,7.14,1,0.39,N,9,825
28,65000,OWN,0.0,HOMEIMPROVEMENT,1450,9.76,0,0.02,N,6,763
34,65000,MORTGAGE,3.0,EDUCATION,10000,,0,0.15,N,8,615
35,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,25000,9.51,0,0.38,N,10,759
28,25000,RENT,1.0,MEDICAL,9600,14.27,1,0.38,Y,10,730
